cpf,hora,data,produto,preço,quantidade,pdv,operadora,operação,total
810.295.463-98,11:55,22/07/2023,Escova dental,15.5,7,21,Ana,cartão_debito,108.5
629.475.813-00,20:49,22/07/2023,Cafe,9.5,8,18,Maria Cecília,pix,76.0
675.430.128-71,14:26,03/07/2023,Refrigerante lata,4.7,9,14,Ana,cartão_credito,42.3
360.478.219-87,13:35,03/07/2023,Esponja de aço,5.5,9,19,Maria Luiza,pix,49.5
798.213.065-86,08:35,13/07/2023,Arroz,21.7,9,19,Stephany,dinheiro,195.3
384.071.659-48,21:04,15/07/2023,Cenoura,7.1,8,6,Ana,cartão_credito,56.8
154.293.076-61,17:44,21/07/2023,Cerveja,7.5,8,17,Brenda,pix,60.0
012.875.936-40,20:23,07/07/2023,Farinha,2.7,6,1,Maria Luiza,cartão_credito,16.2
263.179.804-03,18:13,05/07/2023,Detergente liquido,2.5,9,9,Caroline,pix,22.5
207.651.839-86,20:06,18/07/2023,Ovos,18.2,2,1,Maria Luiza,cartão_credito,36.4
360.478.219-87,21:23,29/07/2023,Picanha,50.4,5,13,Natália,cartão_credito,252.0
732.650.914-06,17:29,18/07/2023,Sabonete,3.5,9,6,Ana,cartão_debito,31.5
785.146.023-90,11:01,20/07/2023,Sal,2.3,3,10,Ana,cartão_debito,6.9
254.193.867-55,09:02,03/07/2023,Picanha,50.4,7,4,Natália,dinheiro,352.8
593.641.287-37,10:11,23/07/2023,Morango,7.5,1,14,Maria Julia,cartão_debito,7.5
791.230.458-41,08:15,29/07/2023,Cafe,9.5,10,15,Isadora,cartão_debito,95.0
785.146.023-90,21:26,23/07/2023,File de frango,19.2,9,12,Isadora,cartão_debito,172.8
937.615.420-70,19:10,28/07/2023,Cafe,9.5,5,13,Brenda,cartão_credito,47.5
012.875.936-40,09:14,10/07/2023,Cafe,9.5,10,15,Milena,cartão_debito,95.0
593.641.287-37,22:24,22/07/2023,Gelatina,2.4,8,2,Maria Julia,cartão_debito,19.2
768.023.591-03,16:05,28/07/2023,Esponja de aço,5.5,10,9,Maria Cecília,cartão_debito,55.0
529.834.061-05,20:27,04/07/2023,Esponja de aço,5.5,6,19,Natália,cartão_debito,33.0
723.510.694-80,20:19,18/07/2023,Sal,2.3,6,18,Stephany,dinheiro,13.8
519.734.206-43,10:54,27/07/2023,File de frango,19.2,2,7,Brenda,pix,38.4
047.853.961-48,19:27,26/07/2023,Detergente liquido,2.5,9,7,Natália,dinheiro,22.5
102.358.947-88,17:09,13/07/2023,Arroz,21.7,8,8,Brenda,cartão_debito,173.6
652.378.904-74,20:15,29/07/2023,Vinho,17.7,1,11,Brenda,cartão_debito,17.7
261.850.473-90,19:05,04/07/2023,Morango,7.5,9,12,Maria Julia,cartão_credito,67.5
784.956.031-01,20:03,08/07/2023,Picanha,50.4,10,13,Maria Julia,cartão_debito,504.0
073.241.958-14,18:28,15/07/2023,Sal,2.3,4,14,Maria Luiza,cartão_debito,9.2
921.543.870-04,17:15,23/07/2023,Morango,7.5,5,21,Natália,pix,37.5
604.938.712-50,12:33,17/07/2023,Sal,2.3,4,18,Isadora,cartão_credito,9.2
863.125.974-82,13:28,02/07/2023,Escova dental,15.5,8,20,Natália,pix,124.0
483.261.759-19,20:27,08/07/2023,Açúcar,25.5,1,9,Maria Luiza,cartão_debito,25.5
689.231.745-64,15:30,12/07/2023,Açúcar,25.5,2,20,Isadora,dinheiro,51.0
860.357.192-95,10:04,27/07/2023,File de frango,19.2,9,14,Milena,dinheiro,172.8
207.651.839-86,13:37,08/07/2023,Óleo de cozinha,8.9,8,18,Ana,cartão_credito,71.2
805.473.962-10,15:05,28/07/2023,Refrigerante lata,4.7,8,1,Caroline,dinheiro,37.6
921.543.870-04,15:12,19/07/2023,Açúcar,25.5,1,7,Isadora,cartão_credito,25.5
207.651.839-86,14:13,27/07/2023,Cafe,9.5,5,20,Milena,dinheiro,47.5
640.825.931-60,09:11,26/07/2023,Sal,2.3,6,8,Brenda,dinheiro,13.8
810.295.463-98,21:38,29/07/2023,Gelatina,2.4,10,9,Maria Cecília,cartão_credito,24.0
138.456.920-06,11:46,16/07/2023,Sabonete,3.5,10,5,Brenda,dinheiro,35.0
738.596.420-65,22:04,14/07/2023,Sabonete,3.5,3,16,Caroline,pix,10.5
675.430.128-71,08:05,18/07/2023,Cafe,9.5,6,2,Natália,cartão_debito,57.0
198.250.437-41,17:30,27/07/2023,Arroz,21.7,6,1,Maria Luiza,pix,130.2
695.281.740-94,11:23,19/07/2023,Tomate,8.2,8,4,Ana,cartão_debito,65.6
963.128.074-87,22:03,28/07/2023,Arroz,21.7,3,16,Maria Julia,dinheiro,65.1
921.543.870-04,13:54,28/07/2023,Gelatina,2.4,3,5,Natália,cartão_credito,7.2
384.071.659-48,17:33,01/07/2023,Feijão,15.5,3,2,Caroline,dinheiro,46.5
261.850.473-90,14:07,24/07/2023,Açúcar,25.5,1,20,Maria Luiza,dinheiro,25.5
073.241.958-14,08:59,29/07/2023,Refrigerante lata,4.7,2,14,Maria Julia,cartão_debito,9.4
846.732.951-37,11:02,25/07/2023,Refrigerante lata,4.7,10,10,Brenda,cartão_debito,47.0
823.570.469-29,15:35,02/07/2023,Alcatra,45.7,7,11,Maria Julia,cartão_debito,319.9
065.138.274-26,19:38,21/07/2023,File de frango,19.2,9,18,Isadora,cartão_debito,172.8
521.364.079-61,18:44,05/07/2023,Cerveja,7.5,5,20,Maria Cecília,cartão_credito,37.5
419.720.853-79,14:35,11/07/2023,Cerveja,7.5,9,16,Natália,cartão_debito,67.5
483.261.759-19,15:03,28/07/2023,Feijão,15.5,1,6,Caroline,cartão_debito,15.5
041.639.752-25,09:40,02/07/2023,Feijão,15.5,8,18,Isadora,dinheiro,124.0
921.543.870-04,21:07,14/07/2023,Detergente liquido,2.5,5,21,Maria Luiza,cartão_credito,12.5
207.651.839-86,08:51,30/07/2023,Gelatina,2.4,4,13,Isadora,dinheiro,9.6
846.732.951-37,15:35,17/07/2023,Arroz,21.7,10,12,Stephany,dinheiro,217.0
752.631.049-52,12:17,03/07/2023,Linguiça frango,9.7,10,10,Maria Luiza,dinheiro,97.0
718.296.305-12,17:05,23/07/2023,File de frango,19.2,2,5,Caroline,dinheiro,38.4
824.170.965-01,09:18,20/07/2023,Óleo de cozinha,8.9,3,15,Maria Cecília,cartão_debito,26.7
418.907.352-05,14:18,15/07/2023,Vinho,17.7,10,6,Maria Luiza,dinheiro,177.0
157.296.043-43,10:59,20/07/2023,Esponja de aço,5.5,1,13,Isadora,cartão_credito,5.5
624.705.981-76,22:48,04/07/2023,Picanha,50.4,6,18,Ana,cartão_debito,302.4
702.431.958-50,19:50,03/07/2023,Feijão,15.5,10,18,Milena,cartão_debito,155.0
109.783.654-10,20:31,15/07/2023,Vinho,17.7,9,20,Brenda,cartão_credito,159.3
269.731.504-70,20:37,01/07/2023,Gelatina,2.4,2,9,Maria Luiza,dinheiro,4.8
719.628.034-22,10:17,25/07/2023,Morango,7.5,3,19,Natália,pix,22.5
329.801.564-42,16:54,16/07/2023,Cenoura,7.1,5,15,Natália,cartão_credito,35.5
138.456.920-06,09:00,24/07/2023,Vinho,17.7,6,15,Natália,pix,106.2
805.614.923-60,13:37,17/07/2023,Vinho,17.7,3,4,Natália,pix,53.1
702.431.958-50,08:17,24/07/2023,Ovos,18.2,2,6,Maria Julia,cartão_debito,36.4
102.358.947-88,10:37,08/07/2023,Cerveja,7.5,8,9,Isadora,cartão_credito,60.0
065.138.274-26,17:04,15/07/2023,Óleo de cozinha,8.9,2,5,Ana,pix,17.8
329.801.564-42,14:05,02/07/2023,Alcatra,45.7,5,11,Natália,cartão_credito,228.5
857.132.409-32,21:24,23/07/2023,Arroz,21.7,6,21,Maria Julia,cartão_credito,130.2
483.657.209-65,19:27,18/07/2023,Sal,2.3,2,19,Maria Julia,dinheiro,4.6
785.146.023-90,17:39,08/07/2023,Detergente liquido,2.5,3,8,Ana,pix,7.5
732.650.914-06,16:14,10/07/2023,Farinha,2.7,8,15,Caroline,pix,21.6
419.720.853-79,08:39,13/07/2023,Ovos,18.2,5,20,Ana,dinheiro,91.0
418.907.352-05,22:24,22/07/2023,Cerveja,7.5,7,11,Maria Luiza,pix,52.5
846.732.951-37,17:21,09/07/2023,Refrigerante lata,4.7,6,14,Maria Luiza,pix,28.2
096.785.421-02,16:04,02/07/2023,Refrigerante lata,4.7,6,16,Milena,cartão_credito,28.2
652.378.904-74,09:13,07/07/2023,Cerveja,7.5,1,12,Natália,pix,7.5
652.378.904-74,18:53,16/07/2023,Morango,7.5,5,16,Natália,cartão_debito,37.5
360.478.219-87,11:38,23/07/2023,Açúcar,25.5,8,6,Maria Luiza,cartão_credito,204.0
758.210.493-50,21:51,03/07/2023,Cerveja,7.5,10,1,Natália,pix,75.0
845.607.391-10,17:21,03/07/2023,Vinho,17.7,8,13,Milena,cartão_credito,141.6
102.358.947-88,14:19,03/07/2023,Açúcar,25.5,3,8,Milena,cartão_credito,76.5
048.196.375-84,11:15,05/07/2023,Vinho,17.7,4,9,Natália,cartão_credito,70.8
215.873.490-60,10:56,20/07/2023,Detergente liquido,2.5,5,1,Maria Cecília,cartão_credito,12.5
604.938.712-50,12:23,05/07/2023,Gelatina,2.4,1,3,Natália,cartão_credito,2.4
803.615.947-39,22:49,06/07/2023,Sabonete,3.5,2,17,Milena,dinheiro,7.0
065.138.274-26,18:29,15/07/2023,Refrigerante lata,4.7,9,7,Maria Luiza,dinheiro,42.3
752.631.049-52,16:46,25/07/2023,Sal,2.3,9,13,Stephany,pix,20.7
768.023.591-03,22:12,01/07/2023,Arroz,21.7,6,20,Caroline,cartão_credito,130.2
207.651.839-86,16:01,22/07/2023,Refrigerante lata,4.7,1,4,Maria Julia,cartão_credito,4.7
906.172.385-02,19:47,06/07/2023,Gelatina,2.4,1,12,Maria Luiza,pix,2.4
418.907.352-05,17:03,13/07/2023,Morango,7.5,1,10,Maria Julia,dinheiro,7.5
985.364.701-00,18:15,11/07/2023,Cafe,9.5,7,8,Stephany,pix,66.5
906.172.385-02,13:57,29/07/2023,Vinho,17.7,1,15,Stephany,cartão_credito,17.7
369.841.052-42,22:07,30/07/2023,Vinho,17.7,4,8,Isadora,dinheiro,70.8
521.364.079-61,09:53,09/07/2023,Esponja de aço,5.5,7,13,Maria Cecília,cartão_debito,38.5
937.615.420-70,19:03,01/07/2023,Morango,7.5,3,5,Caroline,cartão_debito,22.5
041.639.752-25,15:29,28/07/2023,Alcatra,45.7,10,2,Natália,dinheiro,457.0
369.841.052-42,08:24,24/07/2023,Cerveja,7.5,2,19,Ana,pix,15.0
519.734.206-43,17:48,28/07/2023,Farinha,2.7,4,16,Maria Cecília,pix,10.8
901.648.527-94,22:46,14/07/2023,Esponja de aço,5.5,8,4,Stephany,dinheiro,44.0
529.834.061-05,21:27,15/07/2023,Tomate,8.2,7,3,Brenda,pix,57.4
629.475.813-00,12:52,17/07/2023,Farinha,2.7,2,10,Maria Cecília,cartão_credito,5.4
519.734.206-43,19:05,08/07/2023,Feijão,15.5,7,17,Ana,pix,108.5
034.278.591-50,15:09,07/07/2023,Alcatra,45.7,5,19,Stephany,cartão_credito,228.5
718.296.305-12,11:31,15/07/2023,Açúcar,25.5,8,12,Brenda,dinheiro,204.0
652.378.904-74,09:55,13/07/2023,Farinha,2.7,1,2,Stephany,cartão_credito,2.7
805.473.962-10,08:03,25/07/2023,Cafe,9.5,7,16,Caroline,pix,66.5
012.875.936-40,10:12,08/07/2023,Linguiça frango,9.7,1,2,Milena,cartão_credito,9.7
857.132.409-32,19:05,10/07/2023,Sabonete,3.5,4,20,Stephany,cartão_credito,14.0
269.731.504-70,20:21,02/07/2023,Picanha,50.4,6,8,Maria Cecília,pix,302.4
723.510.694-80,22:00,16/07/2023,Morango,7.5,1,21,Maria Julia,cartão_debito,7.5
805.614.923-60,15:48,01/07/2023,Refrigerante lata,4.7,1,12,Maria Luiza,cartão_debito,4.7
529.834.061-05,12:18,04/07/2023,Farinha,2.7,5,10,Natália,pix,13.5
652.378.904-74,18:35,17/07/2023,Feijão,15.5,7,7,Maria Julia,pix,108.5
702.431.958-50,10:32,07/07/2023,Vinho,17.7,8,20,Stephany,dinheiro,141.6
521.364.079-61,22:25,13/07/2023,Detergente liquido,2.5,6,19,Stephany,dinheiro,15.0
436.891.750-20,20:55,09/07/2023,Escova dental,15.5,9,15,Natália,cartão_debito,139.5
695.281.740-94,19:31,04/07/2023,Detergente liquido,2.5,6,10,Maria Cecília,dinheiro,15.0
827.963.014-78,13:56,25/07/2023,Cafe,9.5,6,2,Brenda,cartão_debito,57.0
675.430.128-71,16:18,08/07/2023,Ovos,18.2,3,10,Brenda,cartão_credito,54.6
738.596.420-65,17:57,14/07/2023,Farinha,2.7,6,5,Milena,pix,16.2
675.430.128-71,17:53,07/07/2023,Arroz,21.7,1,16,Maria Luiza,pix,21.7
768.023.591-03,21:28,27/07/2023,Tomate,8.2,6,7,Maria Luiza,dinheiro,49.2
157.296.043-43,08:46,10/07/2023,Tomate,8.2,7,9,Ana,dinheiro,57.4
154.293.076-61,22:57,25/07/2023,Tomate,8.2,8,8,Brenda,cartão_debito,65.6
785.146.023-90,16:16,23/07/2023,Cerveja,7.5,5,9,Caroline,cartão_debito,37.5
937.615.420-70,08:30,11/07/2023,Morango,7.5,3,10,Maria Luiza,dinheiro,22.5
614.297.038-22,17:37,10/07/2023,Detergente liquido,2.5,1,21,Maria Julia,dinheiro,2.5
254.193.867-55,20:41,26/07/2023,File de frango,19.2,8,15,Isadora,pix,153.6
064.379.815-39,14:49,06/07/2023,Óleo de cozinha,8.9,5,18,Caroline,dinheiro,44.5
384.071.659-48,12:51,01/07/2023,Esponja de aço,5.5,3,17,Ana,pix,16.5
109.783.654-10,13:33,13/07/2023,Picanha,50.4,10,21,Maria Luiza,dinheiro,504.0
130.294.586-60,08:55,10/07/2023,Detergente liquido,2.5,6,2,Natália,pix,15.0
102.358.947-88,21:30,14/07/2023,Esponja de aço,5.5,6,9,Natália,pix,33.0
468.307.129-04,22:09,06/07/2023,File de frango,19.2,2,10,Caroline,pix,38.4
419.720.853-79,09:46,29/07/2023,Sal,2.3,9,7,Natália,pix,20.7
845.607.391-10,10:58,26/07/2023,Feijão,15.5,4,17,Milena,cartão_debito,62.0
901.648.527-94,17:45,27/07/2023,Gelatina,2.4,1,6,Stephany,pix,2.4
462.179.385-37,10:08,30/07/2023,Tomate,8.2,3,12,Maria Luiza,dinheiro,24.6
419.720.853-79,12:01,30/07/2023,Alcatra,45.7,2,3,Natália,cartão_debito,91.4
860.357.192-95,14:02,04/07/2023,Óleo de cozinha,8.9,5,15,Stephany,dinheiro,44.5
468.307.129-04,22:53,06/07/2023,Cafe,9.5,7,8,Maria Cecília,cartão_credito,66.5
109.783.654-10,09:05,28/07/2023,Farinha,2.7,8,2,Stephany,dinheiro,21.6
982.546.103-98,11:50,24/07/2023,Esponja de aço,5.5,5,10,Isadora,pix,27.5
846.732.951-37,21:18,25/07/2023,Picanha,50.4,3,14,Isadora,cartão_debito,151.2
546.078.231-71,12:20,10/07/2023,Cafe,9.5,10,11,Caroline,cartão_debito,95.0
069.738.451-93,14:23,11/07/2023,Açúcar,25.5,9,3,Ana,cartão_debito,229.5
695.281.740-94,19:30,27/07/2023,Ovos,18.2,7,16,Maria Julia,dinheiro,127.4
901.648.527-94,18:13,09/07/2023,Cerveja,7.5,10,20,Stephany,cartão_debito,75.0
768.023.591-03,10:02,06/07/2023,File de frango,19.2,1,1,Maria Cecília,pix,19.2
468.307.129-04,16:56,04/07/2023,Escova dental,15.5,9,5,Maria Cecília,cartão_debito,139.5
436.891.750-20,15:53,29/07/2023,Açúcar,25.5,3,10,Maria Luiza,dinheiro,76.5
805.614.923-60,16:59,29/07/2023,Picanha,50.4,7,4,Stephany,dinheiro,352.8
483.657.209-65,20:20,22/07/2023,Farinha,2.7,3,10,Caroline,pix,8.1
695.281.740-94,09:20,15/07/2023,Vinho,17.7,9,20,Milena,cartão_credito,159.3
073.241.958-14,22:03,02/07/2023,Linguiça frango,9.7,5,4,Caroline,cartão_credito,48.5
436.891.750-20,14:59,03/07/2023,Farinha,2.7,3,1,Isadora,cartão_debito,8.1
384.071.659-48,15:02,16/07/2023,File de frango,19.2,10,17,Natália,pix,192.0
824.170.965-01,09:32,23/07/2023,Gelatina,2.4,10,5,Ana,pix,24.0
254.193.867-55,18:24,14/07/2023,Ovos,18.2,4,14,Natália,pix,72.8
198.250.437-41,09:35,25/07/2023,Picanha,50.4,1,5,Brenda,cartão_debito,50.4
198.250.437-41,20:57,21/07/2023,Vinho,17.7,9,20,Natália,cartão_debito,159.3
906.172.385-02,10:31,01/07/2023,Ovos,18.2,10,6,Stephany,cartão_credito,182.0
805.473.962-10,14:49,19/07/2023,Feijão,15.5,5,14,Maria Julia,cartão_credito,77.5
614.297.038-22,12:01,11/07/2023,File de frango,19.2,4,9,Maria Julia,cartão_debito,76.8
483.261.759-19,12:22,26/07/2023,Feijão,15.5,7,9,Isadora,cartão_debito,108.5
546.078.231-71,15:16,08/07/2023,Escova dental,15.5,8,1,Maria Cecília,cartão_debito,124.0
531.480.729-79,16:23,22/07/2023,Refrigerante lata,4.7,8,1,Caroline,cartão_debito,37.6
468.307.129-04,18:23,26/07/2023,Linguiça frango,9.7,9,8,Stephany,dinheiro,87.3
890.234.517-32,16:38,14/07/2023,Detergente liquido,2.5,8,9,Ana,pix,20.0
943.102.856-51,08:09,03/07/2023,Sabonete,3.5,1,13,Maria Luiza,pix,3.5
985.364.701-00,09:21,09/07/2023,Vinho,17.7,10,6,Maria Luiza,pix,177.0
810.295.463-98,21:05,22/07/2023,Cenoura,7.1,8,14,Natália,dinheiro,56.8
468.307.129-04,11:30,13/07/2023,Alcatra,45.7,5,5,Milena,pix,228.5
418.907.352-05,19:30,25/07/2023,Linguiça frango,9.7,7,20,Milena,dinheiro,67.9
863.125.974-82,18:58,01/07/2023,Escova dental,15.5,10,14,Caroline,cartão_debito,155.0
901.648.527-94,16:51,28/07/2023,Arroz,21.7,7,17,Stephany,cartão_credito,151.9
102.358.947-88,11:26,01/07/2023,Picanha,50.4,2,5,Maria Cecília,cartão_credito,100.8
295.073.846-00,13:38,14/07/2023,Linguiça frango,9.7,1,5,Natália,cartão_credito,9.7
982.546.103-98,13:53,26/07/2023,Cenoura,7.1,6,20,Maria Luiza,dinheiro,42.6
719.628.034-22,11:57,29/07/2023,Morango,7.5,5,12,Isadora,cartão_debito,37.5
805.614.923-60,08:17,23/07/2023,Ovos,18.2,5,21,Natália,cartão_debito,91.0
546.078.231-71,16:24,12/07/2023,Detergente liquido,2.5,8,10,Stephany,cartão_debito,20.0
207.651.839-86,10:56,02/07/2023,Tomate,8.2,2,7,Brenda,cartão_credito,16.4
921.543.870-04,20:55,13/07/2023,Morango,7.5,8,17,Caroline,pix,60.0
910.853.267-21,18:32,23/07/2023,Cenoura,7.1,10,15,Brenda,cartão_debito,71.0
640.825.931-60,17:26,19/07/2023,Cenoura,7.1,2,18,Milena,cartão_credito,14.2
803.615.947-39,13:17,28/07/2023,Morango,7.5,7,8,Maria Luiza,dinheiro,52.5
130.294.586-60,14:00,06/07/2023,Cafe,9.5,9,15,Maria Julia,dinheiro,85.5
157.296.043-43,17:39,14/07/2023,Açúcar,25.5,8,7,Caroline,cartão_debito,204.0
937.615.420-70,18:46,15/07/2023,Morango,7.5,7,3,Ana,cartão_credito,52.5
752.631.049-52,13:17,09/07/2023,Arroz,21.7,1,1,Stephany,cartão_credito,21.7
036.821.497-40,13:12,08/07/2023,Escova dental,15.5,8,11,Brenda,pix,124.0
207.651.839-86,10:43,01/07/2023,Alcatra,45.7,1,1,Natália,cartão_debito,45.7
215.873.490-60,10:15,18/07/2023,Linguiça frango,9.7,8,20,Caroline,pix,77.6
207.651.839-86,20:02,18/07/2023,Arroz,21.7,3,21,Stephany,cartão_credito,65.1
823.570.469-29,21:35,07/07/2023,Farinha,2.7,4,16,Brenda,dinheiro,10.8
569.403.271-34,16:33,12/07/2023,Farinha,2.7,3,17,Maria Julia,dinheiro,8.1
073.241.958-14,11:15,04/07/2023,Gelatina,2.4,10,8,Maria Cecília,cartão_debito,24.0
719.628.034-22,10:49,26/07/2023,Feijão,15.5,9,3,Maria Luiza,cartão_credito,139.5
798.213.065-86,17:02,26/07/2023,Cerveja,7.5,10,6,Maria Luiza,dinheiro,75.0
805.473.962-10,13:41,13/07/2023,Gelatina,2.4,4,1,Stephany,dinheiro,9.6
980.267.513-02,10:47,24/07/2023,Cafe,9.5,5,1,Isadora,dinheiro,47.5
802.613.579-21,16:10,19/07/2023,Farinha,2.7,10,4,Caroline,pix,27.0
853.164.790-84,10:27,13/07/2023,Sal,2.3,9,1,Brenda,pix,20.7
064.379.815-39,18:29,10/07/2023,Feijão,15.5,9,21,Maria Cecília,dinheiro,139.5
436.891.750-20,20:39,20/07/2023,Refrigerante lata,4.7,7,14,Maria Cecília,dinheiro,32.9
695.281.740-94,15:14,11/07/2023,File de frango,19.2,2,17,Maria Luiza,pix,38.4
860.357.192-95,21:20,29/07/2023,Açúcar,25.5,3,3,Ana,pix,76.5
207.651.839-86,14:18,08/07/2023,Morango,7.5,2,7,Isadora,pix,15.0
254.193.867-55,22:08,22/07/2023,Sal,2.3,5,9,Brenda,cartão_credito,11.5
593.641.287-37,13:37,21/07/2023,Ovos,18.2,8,16,Maria Cecília,pix,145.6
215.873.490-60,22:55,11/07/2023,Refrigerante lata,4.7,3,14,Brenda,pix,14.1
863.125.974-82,12:51,09/07/2023,Tomate,8.2,5,1,Ana,cartão_credito,41.0
207.651.839-86,14:57,20/07/2023,File de frango,19.2,6,6,Maria Julia,dinheiro,115.2
064.379.815-39,13:22,02/07/2023,Cafe,9.5,7,6,Natália,pix,66.5
943.102.856-51,22:35,05/07/2023,File de frango,19.2,7,19,Maria Luiza,dinheiro,134.4
614.297.038-22,16:49,04/07/2023,Sal,2.3,1,6,Stephany,dinheiro,2.3
419.720.853-79,14:21,02/07/2023,Linguiça frango,9.7,10,21,Maria Luiza,pix,97.0
985.364.701-00,17:58,07/07/2023,Ovos,18.2,3,9,Natália,cartão_debito,54.6
629.475.813-00,21:21,23/07/2023,Morango,7.5,5,13,Natália,dinheiro,37.5
130.294.586-60,18:12,05/07/2023,Vinho,17.7,10,8,Isadora,pix,177.0
483.657.209-65,21:10,20/07/2023,Detergente liquido,2.5,5,17,Maria Cecília,cartão_debito,12.5
846.732.951-37,14:09,19/07/2023,Detergente liquido,2.5,7,6,Natália,pix,17.5
263.179.804-03,09:25,26/07/2023,Linguiça frango,9.7,6,8,Milena,cartão_credito,58.2
048.196.375-84,10:00,02/07/2023,Cenoura,7.1,10,5,Isadora,cartão_debito,71.0
034.278.591-50,22:41,16/07/2023,File de frango,19.2,6,19,Milena,dinheiro,115.2
853.164.790-84,20:15,17/07/2023,Sal,2.3,2,21,Maria Luiza,cartão_debito,4.6
980.267.513-02,18:38,01/07/2023,Cafe,9.5,1,1,Caroline,cartão_credito,9.5
984.013.257-14,12:33,25/07/2023,Morango,7.5,5,5,Stephany,cartão_debito,37.5
529.834.061-05,08:02,20/07/2023,Sabonete,3.5,7,20,Maria Luiza,pix,24.5
604.938.712-50,16:24,27/07/2023,Vinho,17.7,5,5,Maria Luiza,pix,88.5
012.875.936-40,22:24,26/07/2023,Tomate,8.2,7,13,Maria Cecília,cartão_debito,57.4
529.834.061-05,21:55,06/07/2023,Cerveja,7.5,6,7,Natália,dinheiro,45.0
269.731.504-70,08:59,03/07/2023,Sabonete,3.5,1,3,Maria Luiza,dinheiro,3.5
921.543.870-04,11:05,02/07/2023,Óleo de cozinha,8.9,1,14,Brenda,cartão_debito,8.9
758.210.493-50,10:31,28/07/2023,Picanha,50.4,5,6,Natália,pix,252.0
261.850.473-90,19:21,16/07/2023,Picanha,50.4,2,7,Milena,dinheiro,100.8
963.128.074-87,14:36,27/07/2023,Feijão,15.5,3,1,Caroline,pix,46.5
012.875.936-40,17:02,22/07/2023,Detergente liquido,2.5,5,14,Natália,pix,12.5
758.210.493-50,08:58,12/07/2023,Ovos,18.2,9,16,Ana,cartão_debito,163.8
702.431.958-50,18:30,13/07/2023,Arroz,21.7,2,6,Brenda,pix,43.4
718.296.305-12,16:16,04/07/2023,Sabonete,3.5,4,8,Isadora,dinheiro,14.0
805.614.923-60,17:49,21/07/2023,Morango,7.5,5,16,Stephany,dinheiro,37.5
984.013.257-14,10:04,26/07/2023,Cafe,9.5,7,21,Natália,cartão_credito,66.5
036.821.497-40,18:04,22/07/2023,Óleo de cozinha,8.9,10,15,Milena,pix,89.0
369.841.052-42,10:34,28/07/2023,Sabonete,3.5,3,9,Stephany,pix,10.5
943.102.856-51,18:08,10/07/2023,Farinha,2.7,1,6,Ana,dinheiro,2.7
752.631.049-52,08:07,28/07/2023,Linguiça frango,9.7,4,4,Isadora,cartão_credito,38.8
295.073.846-00,21:23,15/07/2023,Refrigerante lata,4.7,4,21,Brenda,pix,18.8
863.125.974-82,21:31,27/07/2023,Gelatina,2.4,10,1,Natália,cartão_credito,24.0
593.641.287-37,19:24,10/07/2023,Sal,2.3,6,8,Stephany,cartão_credito,13.8
824.170.965-01,20:34,09/07/2023,Picanha,50.4,8,1,Maria Cecília,dinheiro,403.2
207.651.839-86,11:04,02/07/2023,Tomate,8.2,7,14,Maria Luiza,cartão_credito,57.4
768.023.591-03,16:50,22/07/2023,Açúcar,25.5,6,18,Maria Cecília,pix,153.0
640.825.931-60,21:51,17/07/2023,Vinho,17.7,8,2,Natália,pix,141.6
805.614.923-60,08:07,05/07/2023,Feijão,15.5,8,11,Isadora,cartão_debito,124.0
980.267.513-02,17:25,05/07/2023,Farinha,2.7,7,4,Brenda,cartão_credito,18.9
784.956.031-01,15:12,10/07/2023,Refrigerante lata,4.7,8,12,Maria Luiza,cartão_credito,37.6
752.631.049-52,08:03,05/07/2023,Sal,2.3,9,12,Brenda,cartão_credito,20.7
629.475.813-00,13:35,26/07/2023,Tomate,8.2,10,14,Isadora,cartão_credito,82.0
036.821.497-40,09:25,11/07/2023,Linguiça frango,9.7,1,5,Brenda,cartão_credito,9.7
624.705.981-76,14:55,18/07/2023,Cafe,9.5,3,1,Natália,dinheiro,28.5
732.650.914-06,09:55,15/07/2023,Vinho,17.7,9,7,Natália,cartão_debito,159.3
036.821.497-40,15:05,16/07/2023,Gelatina,2.4,6,16,Natália,cartão_debito,14.4
065.138.274-26,21:41,18/07/2023,Cafe,9.5,2,2,Maria Luiza,cartão_credito,19.0
702.431.958-50,12:20,21/07/2023,Cenoura,7.1,7,8,Isadora,pix,49.7
138.456.920-06,15:43,09/07/2023,Açúcar,25.5,5,2,Ana,dinheiro,127.5
719.628.034-22,21:09,13/07/2023,Vinho,17.7,3,21,Ana,cartão_debito,53.1
890.234.517-32,13:19,18/07/2023,Refrigerante lata,4.7,9,19,Milena,pix,42.3
263.179.804-03,12:10,11/07/2023,Cerveja,7.5,9,10,Brenda,dinheiro,67.5
521.364.079-61,16:00,25/07/2023,Linguiça frango,9.7,3,19,Maria Cecília,cartão_debito,29.1
096.785.421-02,08:26,05/07/2023,Linguiça frango,9.7,7,16,Caroline,pix,67.9
064.379.815-39,20:07,10/07/2023,Escova dental,15.5,7,4,Natália,cartão_credito,108.5
980.267.513-02,22:31,10/07/2023,Morango,7.5,2,18,Isadora,cartão_credito,15.0
123.407.685-35,20:54,10/07/2023,Feijão,15.5,8,13,Maria Julia,pix,124.0
906.172.385-02,14:56,24/07/2023,Cafe,9.5,5,17,Natália,cartão_debito,47.5
123.407.685-35,11:14,15/07/2023,Feijão,15.5,2,21,Maria Cecília,cartão_debito,31.0
